paper_id,forum,title,pdf_url
8RCmNLeeXx,8RCmNLeeXx,Forking Paths in Neural Text Generation,https://openreview.net/pdf?id=8RCmNLeeXx
Ty7xx0pn0a,Ty7xx0pn0a,DEQ-MPC : Deep Equilibrium Model Predictive Control,https://openreview.net/pdf?id=Ty7xx0pn0a
9ut3QBscB0,9ut3QBscB0,Beyond Standardization – Putting the Normality in Normalization,https://openreview.net/pdf?id=9ut3QBscB0
pGINxZWjK4,pGINxZWjK4,Blind Coreset Selection: Efficient Pruning for Unlabeled Data,https://openreview.net/pdf?id=pGINxZWjK4
OV0rZx8jr1,OV0rZx8jr1,Debiasing Online Preference Learning via Preference Feature Preservation,https://openreview.net/pdf?id=OV0rZx8jr1
xom3YUQfbK,xom3YUQfbK,A Language Model based Model Manager,https://openreview.net/pdf?id=xom3YUQfbK
A1JdcLawSu,A1JdcLawSu,Stabilize continual learning with hyperspherical replay,https://openreview.net/pdf?id=A1JdcLawSu
UnodjDRqLp,UnodjDRqLp,An Efficient LLM Alignment Framework for Automated Radiology Impression Generation,https://openreview.net/pdf?id=UnodjDRqLp
kz78RIVL7G,kz78RIVL7G,A Statistical Method for Attack-Agnostic Adversarial Attack Detection with Compressive Sensing Comparison,https://openreview.net/pdf?id=kz78RIVL7G
hbS1t37PGM,hbS1t37PGM,Training Universal Text Encoders with Pair Relevance Classification Loss,https://openreview.net/pdf?id=hbS1t37PGM
0koPj0cJV6,0koPj0cJV6,A Watermark for Black-Box Language Models,https://openreview.net/pdf?id=0koPj0cJV6
Wo66GEFnXd,Wo66GEFnXd,Learning Time-Dependent Density Functional Theory via Geometry and Physics Aware Latent Evolution,https://openreview.net/pdf?id=Wo66GEFnXd
8kk9joQCkc,8kk9joQCkc,Sufficient and Necessary Explanations (and What Lies in Between),https://openreview.net/pdf?id=8kk9joQCkc
SuH5SdOXpe,SuH5SdOXpe,Robustness Reprogramming for Representation Learning,https://openreview.net/pdf?id=SuH5SdOXpe
3usdM1AuI3,3usdM1AuI3,BRAID: Input-driven Nonlinear Dynamical Modeling of Neural-Behavioral Data,https://openreview.net/pdf?id=3usdM1AuI3
kam84eEmub,kam84eEmub,LayerDAG: A Layerwise Autoregressive Diffusion Model for Directed Acyclic Graph Generation,https://openreview.net/pdf?id=kam84eEmub
8WpRt9pjeh,8WpRt9pjeh,Synthesizing Bonds: Enhancing Adult Attachment Predictions with LLM-Generated Data,https://openreview.net/pdf?id=8WpRt9pjeh
a8R07y1jQ1,a8R07y1jQ1,COMMA: A Communicative Multimodal Multi-Agent Benchmark,https://openreview.net/pdf?id=a8R07y1jQ1
E2c7UsrZnN,E2c7UsrZnN,Spectral Operator Methods for Learning Coherent Temporal Representations in Cellular Signaling Dynamics,https://openreview.net/pdf?id=E2c7UsrZnN
MWP9V0Ej0d,MWP9V0Ej0d,PertEval-scFM: Benchmarking Single-Cell Foundation Models for Perturbation Effect Prediction,https://openreview.net/pdf?id=MWP9V0Ej0d
1S7kpbfgq9,1S7kpbfgq9,Normalized Space Alignment: A Versatile Metric for Representation Analysis,https://openreview.net/pdf?id=1S7kpbfgq9
Mvn5g49RrM,Mvn5g49RrM,RedCodeAgent:  Automatic Red-teaming Agent against Code Agents,https://openreview.net/pdf?id=Mvn5g49RrM
h0pACOIFxC,h0pACOIFxC,Meta-Learning Adaptable Foundation Models,https://openreview.net/pdf?id=h0pACOIFxC
qeYa5LRveW,qeYa5LRveW,ACER: Automatic Language Model Context Extension via Retrieval,https://openreview.net/pdf?id=qeYa5LRveW
TvvT4wjEPf,TvvT4wjEPf,Towards Practical Large-Scale Privacy-Preserving Recurrent Neural Networks,https://openreview.net/pdf?id=TvvT4wjEPf
O4y4m9biMx,O4y4m9biMx,Counterfactual History Distillation on Continuous-time Event Sequences,https://openreview.net/pdf?id=O4y4m9biMx
A8Vuf2e8y6,A8Vuf2e8y6,From MLP to NeoMLP: Leveraging Self-Attention for Neural Fields,https://openreview.net/pdf?id=A8Vuf2e8y6
wNobG8bV5Q,wNobG8bV5Q,LLM-based Typed Hyperresolution for Commonsense Reasoning with Knowledge Bases,https://openreview.net/pdf?id=wNobG8bV5Q
9z9PvXPisj,9z9PvXPisj,ROSE: A Reward-Oriented Data Selection Framework for LLM Task-Specific Instruction Tuning,https://openreview.net/pdf?id=9z9PvXPisj
sFTnUbN45F,sFTnUbN45F,Color is a Third Wheel in Shape-Texture Bias,https://openreview.net/pdf?id=sFTnUbN45F
r0pLGGcuY6,r0pLGGcuY6,What's the Move? Hybrid Imitation Learning via Salient Points,https://openreview.net/pdf?id=r0pLGGcuY6
ikSrEv8FId,ikSrEv8FId,RMAAT: A Bio-Inspired Approach for Efficient Long-Context Sequence Processing in Transformers,https://openreview.net/pdf?id=ikSrEv8FId
1FY1apsMxc,1FY1apsMxc,LLM as GNN: Graph Vocabulary Learning for Graph Foundation Model,https://openreview.net/pdf?id=1FY1apsMxc
txoJvjfI9w,txoJvjfI9w,PEARL: Towards Permutation-Resilient LLMs,https://openreview.net/pdf?id=txoJvjfI9w
gjC91PwBZy,gjC91PwBZy,GC4NC: A Benchmark Framework for Graph Condensation on Node Classification with New Insights,https://openreview.net/pdf?id=gjC91PwBZy
InWaCoIMMN,InWaCoIMMN,Competence-Based Analysis of Language Models,https://openreview.net/pdf?id=InWaCoIMMN
JPnq9wSuSG,JPnq9wSuSG,Adaptive Causal Experimental Design: Amortizing Sequential Bayesian Experimental Design for Causal Models,https://openreview.net/pdf?id=JPnq9wSuSG
ClixrtIHUJ,ClixrtIHUJ,Language Models as Feature Extractors for Accurate Continual Learning,https://openreview.net/pdf?id=ClixrtIHUJ
MtjPIDWyWK,MtjPIDWyWK,Action Sequence Planner: An Alternative For Offline Reinforcement Learning,https://openreview.net/pdf?id=MtjPIDWyWK
31J6aWPnlR,31J6aWPnlR,Which Network is Trojaned? Increasing Trojan Evasiveness for Model-Level Detectors,https://openreview.net/pdf?id=31J6aWPnlR
0sJ8TqOLGS,0sJ8TqOLGS,LLM Spark: Critical Thinking Evaluation of Large Language Models,https://openreview.net/pdf?id=0sJ8TqOLGS
en3NwykrHW,en3NwykrHW,Minimax Optimal Regret Bound for Reinforcement Learning with Trajectory Feedback,https://openreview.net/pdf?id=en3NwykrHW
L39yPOGCma,L39yPOGCma,When can isotropy help adapt LLMs' next word prediction to numerical domains?,https://openreview.net/pdf?id=L39yPOGCma
xYzOkOGD96,xYzOkOGD96,Grounded Video Caption Generation,https://openreview.net/pdf?id=xYzOkOGD96
cfuZKjGDW7,cfuZKjGDW7,TAO-Amodal: A Benchmark for Tracking Any Object Amodally,https://openreview.net/pdf?id=cfuZKjGDW7
FLR1K8h5Eq,FLR1K8h5Eq,Learning Time-shared Hidden Heterogeneity for Counterfactual Outcome Forecast,https://openreview.net/pdf?id=FLR1K8h5Eq
riTiq3i21b,riTiq3i21b,SWE-bench Multimodal: Do AI Systems Generalize to Visual Software Domains?,https://openreview.net/pdf?id=riTiq3i21b
Y4aWwRh25b,Y4aWwRh25b,Follow My Instruction and Spill the Beans: Scalable Data Extraction from Retrieval-Augmented Generation Systems,https://openreview.net/pdf?id=Y4aWwRh25b
lT7Wq8qEvT,lT7Wq8qEvT,Distributionally Robust Surface Reconstruction from Sparse Point Clouds,https://openreview.net/pdf?id=lT7Wq8qEvT
Ku1tUKnAnC,Ku1tUKnAnC,"Measuring the Reliability of Causal Probing Methods: Tradeoffs, Limitations, and the Plight of Nullifying Interventions",https://openreview.net/pdf?id=Ku1tUKnAnC
IRsxTYPqhQ,IRsxTYPqhQ,Fast and Accurate Language Model Decoding via Parallel Token Processing,https://openreview.net/pdf?id=IRsxTYPqhQ
p8sr9kfUbQ,p8sr9kfUbQ,JANET: Joint Adaptive predictioN-region Estimation for Time-series,https://openreview.net/pdf?id=p8sr9kfUbQ
Nrm1yJ577U,Nrm1yJ577U,Entailment Progressions: A Robust Approach to Evaluating Reasoning Within Larger Discourse,https://openreview.net/pdf?id=Nrm1yJ577U
PGhiPGBf47,PGhiPGBf47,DailyDilemmas: Revealing Value Preferences of LLMs with Quandaries of Daily Life,https://openreview.net/pdf?id=PGhiPGBf47
7IP7dvswE5,7IP7dvswE5,Rare-Mark-Aware Next Event Prediction In Marked Event Streams,https://openreview.net/pdf?id=7IP7dvswE5
7ohlQUbTpp,7ohlQUbTpp,Collab: Controlled Decoding using Mixture of Agents for LLM Alignment,https://openreview.net/pdf?id=7ohlQUbTpp
9D9VoONnn6,9D9VoONnn6,Provable Data-driven Hyperparameter Tuning for Deep Neural Networks,https://openreview.net/pdf?id=9D9VoONnn6
TbRFc2HPoN,TbRFc2HPoN,Distributionally Robust Policy Learning under Concept Drifts,https://openreview.net/pdf?id=TbRFc2HPoN
02DCEU6vSU,02DCEU6vSU,Gen-LRA: Towards a Principled Membership Inference Attack for Generative Models,https://openreview.net/pdf?id=02DCEU6vSU
SLDqCpHPuP,SLDqCpHPuP,Pose Priors from Language Models,https://openreview.net/pdf?id=SLDqCpHPuP
bqLx5Rs8Tc,bqLx5Rs8Tc,Bias in CLIP Encoders: A Study of Encoder Bias and Object Representation in Multi-Object Scenarios,https://openreview.net/pdf?id=bqLx5Rs8Tc
06ZvHHBR0i,06ZvHHBR0i,Adversarial Multi-Agent Evaluation of Large Language Models through Iterative Debate,https://openreview.net/pdf?id=06ZvHHBR0i
kx8i1yfkRX,kx8i1yfkRX,Finally Rank-Breaking Conquers MNL Bandits: Optimal and Efficient Algorithms for MNL Assortment,https://openreview.net/pdf?id=kx8i1yfkRX
lOfuvmi2HT,lOfuvmi2HT,Efficient Top-m Data Values Identification for Data Selection,https://openreview.net/pdf?id=lOfuvmi2HT
6z4YKr0GK6,6z4YKr0GK6,ScienceAgentBench: Toward Rigorous Assessment of Language Agents for Data-Driven Scientific Discovery,https://openreview.net/pdf?id=6z4YKr0GK6
Wb6Mcmo0ch,Wb6Mcmo0ch,SHARP: Accelerating Language Model Inference by SHaring Adjacent layers with Recovery Parameters,https://openreview.net/pdf?id=Wb6Mcmo0ch
tkiZQlL04w,tkiZQlL04w,RazorAttention: Efficient KV Cache Compression Through Retrieval Heads,https://openreview.net/pdf?id=tkiZQlL04w
JvkuZZ04O7,JvkuZZ04O7,Simple is Effective: The Roles of Graphs and Large Language Models in Knowledge-Graph-Based Retrieval-Augmented Generation,https://openreview.net/pdf?id=JvkuZZ04O7
6VuTXirQIv,6VuTXirQIv,Feature Driven Graph Coarsening for Scaling Graph Representation Learning,https://openreview.net/pdf?id=6VuTXirQIv
qGL6fE1lqd,qGL6fE1lqd,LLMPhy: Complex Physical Reasoning Using Large Language Models and World Models,https://openreview.net/pdf?id=qGL6fE1lqd
VYWBMq1L7H,VYWBMq1L7H,MrT5: Dynamic Token Merging for Efficient Byte-level Language Models,https://openreview.net/pdf?id=VYWBMq1L7H
5xSRg3eYZz,5xSRg3eYZz,VVC-Gym: A Fixed-Wing UAV Reinforcement Learning Environment for Multi-Goal Long-Horizon Problems,https://openreview.net/pdf?id=5xSRg3eYZz
MMwaQEVsAg,MMwaQEVsAg,Commit0: Library Generation from Scratch,https://openreview.net/pdf?id=MMwaQEVsAg
1Njl73JKjB,1Njl73JKjB,Towards Principled Evaluations of Sparse Autoencoders for Interpretability and Control,https://openreview.net/pdf?id=1Njl73JKjB
5iUUorHeM3,5iUUorHeM3,CIRCUIT: A Benchmark for Circuit Interpretation and Reasoning Capabilities of LLMs,https://openreview.net/pdf?id=5iUUorHeM3
fv9XU7CyN2,fv9XU7CyN2,CL-MFAP: A Contrastive Learning-Based Multimodal Foundation Model for Molecular Property Prediction and Antibiotic Screening,https://openreview.net/pdf?id=fv9XU7CyN2
LXVZQpEb2y,LXVZQpEb2y,Disentangled Representation Learning for Parametric Partial Differential Equations,https://openreview.net/pdf?id=LXVZQpEb2y
u3TL0qxLWf,u3TL0qxLWf,SeedLM: Compressing LLM Weights into Seeds of Pseudo-Random Generators,https://openreview.net/pdf?id=u3TL0qxLWf
YauQYh2k1g,YauQYh2k1g,Dissecting Adversarial Robustness of Multimodal LM Agents,https://openreview.net/pdf?id=YauQYh2k1g
CeIOWuD8oZ,CeIOWuD8oZ,Weighted Fair Regression under Selection Bias,https://openreview.net/pdf?id=CeIOWuD8oZ
MsRdq0ePTR,MsRdq0ePTR,Prompt Injection Benchmark for Foundation Model Integrated Systems,https://openreview.net/pdf?id=MsRdq0ePTR
nfKfAzkiez,nfKfAzkiez,ACC-Collab: An Actor-Critic Approach to Multi-Agent LLM Collaboration,https://openreview.net/pdf?id=nfKfAzkiez
vxvgZ0kTFv,vxvgZ0kTFv,Gradient Descent Converges Linearly to Flatter Minima than Gradient Flow in Shallow Linear Networks,https://openreview.net/pdf?id=vxvgZ0kTFv
9PYCz4cDuZ,9PYCz4cDuZ,Theoretical Aspects of Bias and Diversity in Minimum Bayes Risk Decoding,https://openreview.net/pdf?id=9PYCz4cDuZ
krWulPI3Hj,krWulPI3Hj,Enhancing Physics-Informed Neural Networks Through Feature Engineering,https://openreview.net/pdf?id=krWulPI3Hj
bWT6OBJ71x,bWT6OBJ71x,Interpretable Patterns in Random Initialization Unveil Final Representation,https://openreview.net/pdf?id=bWT6OBJ71x
rEQqBZIz49,rEQqBZIz49,"Greener GRASS: Enhancing GNNs with Encoding, Rewiring, and Attention",https://openreview.net/pdf?id=rEQqBZIz49
VoayJihXra,VoayJihXra,NeSyC: A Neuro-symbolic Continual Learner For Complex Embodied Tasks In Open Domains,https://openreview.net/pdf?id=VoayJihXra
Z7aq3djHZw,Z7aq3djHZw,JPEG-LM: LLMs as Image Generators with Canonical Codec Representations,https://openreview.net/pdf?id=Z7aq3djHZw
GbXn0Dgf7f,GbXn0Dgf7f,Does Deep Active Learning Work in the Wild?,https://openreview.net/pdf?id=GbXn0Dgf7f
0fwJMANq9P,0fwJMANq9P,Efficient Heuristics Generation for Solving Combinatorial Optimization Problems Using Large Language Models,https://openreview.net/pdf?id=0fwJMANq9P
ZBL26FX0FT,ZBL26FX0FT,Socrates Loss for training ad-hoc calibrated selective classifiers,https://openreview.net/pdf?id=ZBL26FX0FT
AJpUZd8Clb,AJpUZd8Clb,Conformal Language Model Reasoning with Coherent Factuality,https://openreview.net/pdf?id=AJpUZd8Clb
uuXPWRtwvK,uuXPWRtwvK,Graph-based Confidence Calibration for Large Language Models,https://openreview.net/pdf?id=uuXPWRtwvK
nrRkAAAufl,nrRkAAAufl,Constraint-Conditioned Actor-Critic for Offline Safe Reinforcement Learning,https://openreview.net/pdf?id=nrRkAAAufl
E4OcXAx5Dc,E4OcXAx5Dc,Private Learning Fast and Slow: Two Algorithms for Prediction with Expert Advice Under Local Differential Privacy,https://openreview.net/pdf?id=E4OcXAx5Dc
JYTQ6ELUVO,JYTQ6ELUVO,Specialized Foundation Models Struggle to Beat Supervised Baselines,https://openreview.net/pdf?id=JYTQ6ELUVO
oBHF3urgyS,oBHF3urgyS,Extracting Heuristics from Large Language Models for Reward Shaping in Reinforcement Learning,https://openreview.net/pdf?id=oBHF3urgyS
4sJIgdErt1,4sJIgdErt1,Unified Framework for Causal Discovery and Long-term Forecasting in Non-stationary Environments,https://openreview.net/pdf?id=4sJIgdErt1
PklYedVFUW,PklYedVFUW,DSR: Reinforcement Learning with Dynamical Skill Refinement,https://openreview.net/pdf?id=PklYedVFUW
gVkX9QMBO3,gVkX9QMBO3,Efficient Biological Data Acquisition through Inference Set Design,https://openreview.net/pdf?id=gVkX9QMBO3
uoU4ypjAmN,uoU4ypjAmN,SPD: Sync-Point Drop for efficient tensor parallelism of Large Language Models,https://openreview.net/pdf?id=uoU4ypjAmN
5EuAMDMPRK,5EuAMDMPRK,POROver: Improving Safety and Reducing Overrefusal in Large Language Models with Overgeneration and Preference Optimization,https://openreview.net/pdf?id=5EuAMDMPRK
XQFSIdKMhJ,XQFSIdKMhJ,Using Generative AI to capture High Fidelity Temporal Dynamics to target Vehicular Systems,https://openreview.net/pdf?id=XQFSIdKMhJ
UgPoHhYQ2U,UgPoHhYQ2U,Uncertainty Herding: One Active Learning Method for All Label Budgets,https://openreview.net/pdf?id=UgPoHhYQ2U
cLws58ZojF,cLws58ZojF,An Exploration of Speech Conditioned Large Language Models (SLMs),https://openreview.net/pdf?id=cLws58ZojF
IcovaKGyMp,IcovaKGyMp,Large Language Models Are Active Critics in NLG Evaluation,https://openreview.net/pdf?id=IcovaKGyMp
jUCtGezFwH,jUCtGezFwH,Online Sequential Learning from Physiological Data with Weighted Prototypes: Tackling Cross-Subject Variability,https://openreview.net/pdf?id=jUCtGezFwH
dCcY2pyNIO,dCcY2pyNIO,In-context Time Series Predictor,https://openreview.net/pdf?id=dCcY2pyNIO
tTOo7r4G9j,tTOo7r4G9j,SpaLLM: Unified Compressive Adaptation of Large Language Models with Sketching,https://openreview.net/pdf?id=tTOo7r4G9j
1qq1QJKM5q,1qq1QJKM5q,More Experts Than Galaxies: Conditionally-Overlapping Experts with Biologically-Inspired Fixed Routing,https://openreview.net/pdf?id=1qq1QJKM5q
KRMSH1GxUK,KRMSH1GxUK,Can Watermarks be Used to Detect LLM IP Infringement For Free?,https://openreview.net/pdf?id=KRMSH1GxUK
TY9mstpD02,TY9mstpD02,CALM: Critic Automation with Language Models,https://openreview.net/pdf?id=TY9mstpD02
8ZA7lrzw7O,8ZA7lrzw7O,Sharper Analysis of Data Echoing and New Communication-Efficient Algorithm for Data Parallelism,https://openreview.net/pdf?id=8ZA7lrzw7O
Z9N3J7j50k,Z9N3J7j50k,Autoregressive Moving-average Attention Mechanism for Time Series Forecasting,https://openreview.net/pdf?id=Z9N3J7j50k
WcZLG8XxhD,WcZLG8XxhD,Learning-Augmented Frequent Directions,https://openreview.net/pdf?id=WcZLG8XxhD
WQQyJbr5Lh,WQQyJbr5Lh,Discovering Influential Neuron Path in Vision Transformers,https://openreview.net/pdf?id=WQQyJbr5Lh
0R3ha8oNPU,0R3ha8oNPU,SecCodePLT: A Unified Platform for Evaluating the Security of Code GenAI,https://openreview.net/pdf?id=0R3ha8oNPU
wq4AeBWQJ4,wq4AeBWQJ4,GROOT: Graph Edge Re-growth and Partitioning for the Verification of Large Designs in Logic Synthesis,https://openreview.net/pdf?id=wq4AeBWQJ4
RWJX5F5I9g,RWJX5F5I9g,Brain Bandit: A Biologically Grounded Neural Network for Efficient Control of Exploration,https://openreview.net/pdf?id=RWJX5F5I9g
CkUHtnyhpY,CkUHtnyhpY,When narrower is better: the narrow width limit of Bayesian parallel branching neural networks,https://openreview.net/pdf?id=CkUHtnyhpY
dgb4rfPzaw,dgb4rfPzaw,World-simulation as pre-training for scalable perception,https://openreview.net/pdf?id=dgb4rfPzaw
85Ik12q2hP,85Ik12q2hP,Do Think Tags Really Help LLMs Plan? A Critical Evaluation of ReAct-Style Prompting,https://openreview.net/pdf?id=85Ik12q2hP
goBaGHLAdP,goBaGHLAdP,Directional Gradient Projection for Robust Fine-Tuning of Foundation Models,https://openreview.net/pdf?id=goBaGHLAdP
9Ieq8jQNAl,9Ieq8jQNAl,Reward Learning from Multiple Feedback Types,https://openreview.net/pdf?id=9Ieq8jQNAl
xlxDTVAbNM,xlxDTVAbNM,Lowering Data Diversity can Accelerate Training: Case Studies in Synthetic Tasks,https://openreview.net/pdf?id=xlxDTVAbNM
DzKdjWe59v,DzKdjWe59v,Hint Marginalization for Improved Reasoning in Large Language Models,https://openreview.net/pdf?id=DzKdjWe59v
fBhgu6PsA7,fBhgu6PsA7,MoFO: Momentum-Filtered Optimizer for Mitigating Forgetting in LLM Fine-Tuning,https://openreview.net/pdf?id=fBhgu6PsA7
hQOLtZ40hZ,hQOLtZ40hZ,Orthogonalized Estimation of Difference of Q-functions,https://openreview.net/pdf?id=hQOLtZ40hZ
oX4FcNA4UC,oX4FcNA4UC,A Simulation-Free Deep Learning Approach to Stochastic Optimal Control,https://openreview.net/pdf?id=oX4FcNA4UC
TWmETQLZIC,TWmETQLZIC,Unmasking Trees for Tabular Data,https://openreview.net/pdf?id=TWmETQLZIC
6HcnC3pPkp,6HcnC3pPkp,Token-Supervised Value Models for Enhancing Mathematical Problem-Solving Capabilities of Large Language Models,https://openreview.net/pdf?id=6HcnC3pPkp
kVcEiWtld9,kVcEiWtld9,Few-shot Style-Conditioned LLM Text Generation via Latent Interpolation,https://openreview.net/pdf?id=kVcEiWtld9
dWsdJAXjQD,dWsdJAXjQD,ImProver: Agent-Based Automated Proof Optimization,https://openreview.net/pdf?id=dWsdJAXjQD
orG37FHN4b,orG37FHN4b,Angle-DFQ: Angle aware data free quantization,https://openreview.net/pdf?id=orG37FHN4b
V5lBNcD65H,V5lBNcD65H,MTEEG: A Multi-Task Learning Framework for Enhanced Electroencephalography Analysis Using Low-Rank Adaptation,https://openreview.net/pdf?id=V5lBNcD65H
Aly68Y5Es0,Aly68Y5Es0,Learning-Guided Rolling Horizon Optimization for Long-Horizon Flexible Job-Shop Scheduling,https://openreview.net/pdf?id=Aly68Y5Es0
9Qptgv0Eyw,9Qptgv0Eyw,PtychoFormer: A Transformer-based Model for Ptychographic Phase Retrieval,https://openreview.net/pdf?id=9Qptgv0Eyw
4hFT4rfG40,4hFT4rfG40,Plug-and-Play Controllable Generation for Discrete Masked Models,https://openreview.net/pdf?id=4hFT4rfG40
dVrYcscgLu,dVrYcscgLu,Latent-Predictive Empowerment: Measuring Empowerment without a Simulator,https://openreview.net/pdf?id=dVrYcscgLu
jJvJqgPZCD,jJvJqgPZCD,Improving Language Model Self-Correction Capability with Meta-Feedback,https://openreview.net/pdf?id=jJvJqgPZCD
dCTGFl3lN2,dCTGFl3lN2,Improving Influence-based Instruction Tuning Data Selection for Balanced Learning of Diverse Capabilities,https://openreview.net/pdf?id=dCTGFl3lN2
TMYe4rUuTc,TMYe4rUuTc,Evolving Alignment via Asymmetric Self-Play,https://openreview.net/pdf?id=TMYe4rUuTc
EMpvfnzQqD,EMpvfnzQqD,OTTC: A differentiable alignment approach to automatic speech recognition,https://openreview.net/pdf?id=EMpvfnzQqD
MxGGdhDmv5,MxGGdhDmv5,Higher Order Transformers: Efficient Attention Mechanism for Tensor Structured Data,https://openreview.net/pdf?id=MxGGdhDmv5
zGvwENuzPU,zGvwENuzPU,Bias-Augmented Consistency Training Reduces Biased Reasoning in Chain-of-Thought,https://openreview.net/pdf?id=zGvwENuzPU
PIpGN5Ko3v,PIpGN5Ko3v,Humanizing the Machine: Proxy Attacks to Mislead LLM Detectors,https://openreview.net/pdf?id=PIpGN5Ko3v
WbqBj2aC5k,WbqBj2aC5k,Online Detecting LLM-Generated Texts via Sequential Hypothesis Testing by Betting,https://openreview.net/pdf?id=WbqBj2aC5k
f9GURUHZQo,f9GURUHZQo,Large Language Models as Realistic Microservice Trace Generators,https://openreview.net/pdf?id=f9GURUHZQo
WOt1owGfuN,WOt1owGfuN,Probe Pruning: Accelerating LLMs through Dynamic Pruning via Model-Probing,https://openreview.net/pdf?id=WOt1owGfuN
4GD7a9Bo9A,4GD7a9Bo9A,Bias Learning: Quantifying and Mitigating Position Sensitivity in Text Embeddings,https://openreview.net/pdf?id=4GD7a9Bo9A
or8mMhmyRV,or8mMhmyRV,MaestroMotif: Skill Design from Artificial Intelligence Feedback,https://openreview.net/pdf?id=or8mMhmyRV
mDEYl0Ucgr,mDEYl0Ucgr,Influencing Humans to Conform to Preference Models for RLHF,https://openreview.net/pdf?id=mDEYl0Ucgr
gV0Moskp7k,gV0Moskp7k,Combating the Generalization-Forgetting Trade-off in Continual Learning: A Cautious Passive Low-Rank Approach,https://openreview.net/pdf?id=gV0Moskp7k
oWdzUpOlkX,oWdzUpOlkX,AgentOccam: A Simple Yet Strong Baseline for LLM-Based Web Agents,https://openreview.net/pdf?id=oWdzUpOlkX
SQnitDuow6,SQnitDuow6,Value-Incentivized Preference Optimization: A Unified Approach to Online and Offline RLHF,https://openreview.net/pdf?id=SQnitDuow6
FviefuxmeW,FviefuxmeW,Beyond-Expert Performance with Limited Demonstrations: Efficient Imitation Learning with Double Exploration,https://openreview.net/pdf?id=FviefuxmeW
ZpcQfTNtKv,ZpcQfTNtKv,Quantile Activation: Correcting a failure mode of ML models,https://openreview.net/pdf?id=ZpcQfTNtKv
pHOH8FVrTp,pHOH8FVrTp,No Need to Talk: Asynchronous Mixture of Language Models,https://openreview.net/pdf?id=pHOH8FVrTp
0YkZe9nwiC,0YkZe9nwiC,Self-Informed Generative Active Learning,https://openreview.net/pdf?id=0YkZe9nwiC
EwRxk3Ho1V,EwRxk3Ho1V,Beyond Cosine Similarity: Introducing the Unified semantic Similarity Metric Benchmark (USMB) for Text Similarity Measurement,https://openreview.net/pdf?id=EwRxk3Ho1V
0gGPVbRqOE,0gGPVbRqOE,Splitted Wavelet Differential Inclusion for neural signal processing,https://openreview.net/pdf?id=0gGPVbRqOE
ob7UrZOJve,ob7UrZOJve,Inheritune: Training Smaller Yet More Attentive Language Models,https://openreview.net/pdf?id=ob7UrZOJve
CrOHzVtWmH,CrOHzVtWmH,Relative-Translation Invariant Wasserstein Distance,https://openreview.net/pdf?id=CrOHzVtWmH
0uRc3CfJIQ,0uRc3CfJIQ,ORSO: Accelerating Reward Design via Online Reward Selection and Policy Optimization,https://openreview.net/pdf?id=0uRc3CfJIQ
irrtPRFksw,irrtPRFksw,Risk-Sensitive Variational Actor-Critic: A Model-Based Approach,https://openreview.net/pdf?id=irrtPRFksw
rxeh2tZ8lW,rxeh2tZ8lW,Learning Large Skillsets in Stochastic Settings with Empowerment,https://openreview.net/pdf?id=rxeh2tZ8lW
k2q0rUX2lx,k2q0rUX2lx,Enhancing Multi-Step Reasoning Abilities of Language Models through Direct Q-Function Optimization,https://openreview.net/pdf?id=k2q0rUX2lx
bWTuOf7ZDR,bWTuOf7ZDR,Personalized Federated Fine-tuning for Heterogeneous Data: a Two-Level Low Rank Adaptation Approach,https://openreview.net/pdf?id=bWTuOf7ZDR
HZxJfzs3w6,HZxJfzs3w6,Stochastic Flow Matching for Resolving Small-Scale Physics,https://openreview.net/pdf?id=HZxJfzs3w6
OPKBPz6Qnz,OPKBPz6Qnz,A Spectral Framework for Assessing the Geodesic Distance Between Graphs,https://openreview.net/pdf?id=OPKBPz6Qnz
hHF5AayC7O,hHF5AayC7O,NNetscape Navigator: Complex Demonstrations for Web Agents Without a Demonstrator,https://openreview.net/pdf?id=hHF5AayC7O
6o9QUqUq9f,6o9QUqUq9f,Unveiling Causal Relationships Among Candidate Output Tokens in Large Language Models: Towards Interpretability and Control,https://openreview.net/pdf?id=6o9QUqUq9f
xajif1l65R,xajif1l65R,Rethinking Dataset Quantization: Efficient Core Set Selection via Semantically-Aware Data Augmentation,https://openreview.net/pdf?id=xajif1l65R
ULGbw2URE3,ULGbw2URE3,L3Ms — Lagrange Large Language Models,https://openreview.net/pdf?id=ULGbw2URE3
4FRUNLuY54,4FRUNLuY54,Dragonfly: Multi-Resolution Zoom-In Encoding Enhances Vision-Language Models,https://openreview.net/pdf?id=4FRUNLuY54
qssVptHTPN,qssVptHTPN,Locality Alignment Improves Vision-Language Models,https://openreview.net/pdf?id=qssVptHTPN
4ExwvWAy9b,4ExwvWAy9b,FactCheckmate: Preemptively Detecting and Mitigating Hallucinations in LMs,https://openreview.net/pdf?id=4ExwvWAy9b
u6Y0GdTEYp,u6Y0GdTEYp,Constrained Multi-Objective Optimization,https://openreview.net/pdf?id=u6Y0GdTEYp
OD9pwKQzXl,OD9pwKQzXl,VerifierQ: Enhancing LLM Test Time Compute with Q-Learning-based Verifiers,https://openreview.net/pdf?id=OD9pwKQzXl
x0h4H1WHXk,x0h4H1WHXk,Image Restoration for Training Data Reconstructed from Trained Neural Networks,https://openreview.net/pdf?id=x0h4H1WHXk
